ArticleNumber;Category;Gender;Description
1294532;Armbanden;Dames;Zilveren armband disc met zirkonia
1246475;Oorbellen;Dames;Zilverkleurige byoux oorbellen met hanger ruit
1422611;Oorbellen;Dames;Geelgouden oorbellen bol 5 mm
1204449;Armbanden;Dames;9 Karaat armband met hanger hart
1345970;Ringen;Dames;Geelgouden  solitair ring met diamant (0,40ct.)
1434121;Ringen;Dames;Zilveren zegelring rond
1245828;Horloges;Heren;Pulsar heren horloge PS9383X1
1168720;Oorbellen;Dames;Zilveren oorbellen met zirkonia
1159261;Horloges;Heren;Pulsar heren chronograaf horloge PT3657X1
1345039;Kettingen;Dames;Zilveren ketting&hanger boze oog met zirkonia
1187576;Trouwringen;Dames;14K witgouden trouwring met diamant Phlox Line H95
1292326;Oorbellen;Dames;14 Karaat geelgouden oorbellen met diamant
1266150;Kettingen;Dames;Zilveren ketting rose Swarovski Crystal lightpeach
1357482;Trouwringen;Heren;9 Karaat trouwring Sunflower Heren H65
1386265;Armbanden;Dames;Stalen armband rose bol/hart wit kristal
1213084;Kettingen;Dames;Zilveren ketting bar regenboog zirkonia
1292455;Ringen;Dames;Zilveren ring bloemen Bali
1268646;Trouwringen;Dames;9 K rose trouwring dia Pioenroos line H98R
1176539;Trouwringen;Heren;9 karaat rose trouwring Gentle heren H237R
1179018;Oorbellen;Dames;14 karaat geelgouden oorbellen wit&blauwe zirkonia
1318388;Cadeau Sets;Dames;Stalen set goudkleurig met light colorado kristal
1403955;Oorbellen;Kinderen;9 Karaat oorknoppen vlinder roze
1228907;Trouwringen;Dames;14K gouden trouwring diamant Aster H162
1437228;Oorbellen;Dames;Zilveren oorbellen bar gedraaid met zirkonia
1218485;Oorbellen;Dames;9 Karaat oorbellen ovaal glad
2112963;Armbanden;Dames;Bicolor gouden armband schakel
1258674;Horloges;Dames;Clueless horloge met multicolor leren band
1360133;Armbanden;Dames;Zilveren armband graveerovaal
1352911;Oorbellen;Dames;9 Karaat oorbellen ovaal tulp
1163332;Armbanden;Dames;Zilveren armband zebra
1123383;Service;Unisex;Ring vergroten (max 1 mt) >35
1393856;Oorbellen;Dames;Zilveren oorbellen zirkonia
1193912;Ringen;Dames;Geelgouden solitair ring met diamant (0,50ct.)
1310828;Oorbellen;Dames;Zilveren oorbellen met  Swarovski Crystals
1274639;Oorbellen;Dames;Red Carpet byoux oorbellen zilverkleurig
1375420;Kettingen;Dames;Zilveren ketting&hanger fantasie zirkonia
1437038;Oorbellen;Dames;Zilverkleurige byoux oorbellen met kleur steentjes
1379824;Horloges;Heren;Pulsar stalen heren horloge PS9453X1
1312400;Horloges;Heren;Invicta I-Force horloge 1517
1198684;Diversen;Dames;Byoux oorbel achterkantjes
1164487;Armbanden;Kinderen;Zilveren kinder plaatarmband met roze hart
1406747;Kettingen;Heren;Police Jewelery Static
1233178;Trouwringen;Dames;14K witgouden trouwring Kalina Dames  H136
1400667;Vriendschapsringen;Dames;Zilveren vriendschapsring Ankara dames zirkonia
1262594;Ringen;Dames;Stalen ring met kristal
1165389;Oorbellen;Dames;Zilverkleurige byoux oorbellen met schelp
1403153;Kettingen;Kinderen;Stalen kinderketting gold light colorado kristal
1397516;Ringen;Dames;Goudkleurige byoux ring met kompas
1331538;Cadeau Sets;Dames;Stalen set met twee armbanden
1412399;Cadeauverpakking;Unisex;Liefde voor jou cadeaudoos klein
1299274;Armbanden;Heren;Stalen armband met zwarte kabels
1415152;Armbanden;Dames;Zilveren goldplated armband bar
1319425;Horloges;Heren;Jacques Lemans horloge N-209ZA
1173913;Oorbellen;Dames;Stalen oorbellen bar/rond
8631332;Horloges;Heren;Casio horloge W-753D-1AVES
1241721;Kettingen;Dames;Zilveren ketting&hanger vliegtuig
1320911;Oorbellen;Dames;14 Karaat geelgouden oorbellen rond 6mm zirkonia
1215632;Oorbellen;Dames;Zilveren oorbellen rose driehoek Swarovski Crystal
1215757;Cadeau Sets;Dames;Zilveren set sleutel/hart
1274068;Oorbellen;Dames;Stalen oorbellen staal/gold
1339220;Horloges;Dames;Donna Mae horloge met rose kleurige mesh band
1177468;Oorbellen;Dames;Zilveren oorbellen levensboom Swarovski Crystal
1299300;Oorbellen;Dames;Zilverkleurige byoux oorbellen Mix&Match
1362138;Oorbellen;Dames;Goudkleurige byoux oorbellen met zeesterren
1289081;Trouwringen;Heren;14 bicolor gouden trouwring Heren Jasmijn 3mm
1226066;Ringen;Dames;Stalen ring mesh goldplated
1330705;Trouwringen;Dames;14K rosegouden trouwring  diamant Anemoon H208R
1224948;Kettingen;Heren;Zilveren ketting gourmetschakel
1441536;Diversen;Dames;Zilverkleurige zonnebril koord bolletjes
1260409;Horloges;Heren;Q&Q horloge VG32J304Y
1338365;Trouwringen;Heren;14 Karaat geelgouden trouwring Prunus Heren H139
1356786;Armbanden;Dames;Stalen armband black bol/hart jet kristal
1431740;Piercings;Dames;Stalen navelpiercing klaver met kristal
1206099;Kettingen;Dames;Goudkleurige byoux ketting sterrenbeeld kreeft
1336294;Horloges;Dames;Clueless horloge met witte leren band
1256245;Hangers;Unisex;Gouden hanger rond vingerafdruk 20x20
1415468;Piercings;Dames;Stalen navelpiercing bloem met kristal
1352728;Piercings;Dames;Stalen traguspiercing pyramide
1383556;Horloges;Heren;Gino Milano cadeauset
1156309;Kettingen;Dames;Zilveren ketting&hanger rose Swarovski Crystal
1326929;Oorbellen;Dames;Zilveren oorbellen 12mm
1192842;Horloges;Heren;Jacques Lemans horloge London 1-1654
1319566;Trouwringen;Heren;Palladium trouwring Prunus Heren H139P
1337052;Armbanden;Dames;Guess stalen armband bangle kristal
1406848;Diversen;Dames;Zilverkleurige dubbele enkelband met hartjes
1200215;Cadeau Sets;Dames;Goldplated set armband en ketting koord schakel
1303955;Oorbellen;Dames;Zilveren oorbellen met 2bolletjes Bali
1310924;Oorbellen;Dames;Goldplated oorbellen disc
1408687;Horloges;Heren;Jacques  Lemans horloge   1-1904F
1394540;Oorbellen;Dames;14 Karaat geelgouden oorbellen met diamant
1278451;Diversen;Dames;Bruine zonnebril met ronde bruine glazen
1396340;Armbanden;Dames;Zilveren armband disc bedels rhodiumplated
1251371;Vriendschapsringen;Heren;Stalen vriendschapsring Maui heren
1164442;Armbanden;Heren;Stalen herenarmband gevlochten leer oranje
1180592;Armbanden;Dames;Zilveren armband graveerbar
1223317;Horloges;Dames;Regal Slimline horloge blauwe leren band R16280-32
1165802;Diversen;Dames;Fluffy sleutelhanger vos roze
1201673;Kettingen;Dames;Zilveren ketting fantasie schakel
1218603;Diversen;Dames;Zilverkleurige haarclip met parels langwerpig
1274185;Armbanden;Dames;Zilveren armband hart bedels rhodiumplated
1398209;Armbanden;Dames;Goudkleurige byoux armband met kleur steentjes
1178320;Horloges;Heren;Invicta Pro Diver horloge 3050
1241638;Ringen;Kinderen;Stalen kinderring amethyst kristal
1319616;Oorbellen;Dames;Zilveren oorbellen rose/zilver
1171758;Trouwringen;Dames;Palladium trouwring Dames 4mm Jasmijn
1385413;Kettingen;Dames;Zilveren ketting&hanger knoop
1362867;Ringen;Dames;Zilveren ring goldplated bolletjes met zirkonia
1301045;Horloges;Dames;Fossil dames horloge ES3862
1291433;Oorbellen;Dames;Zilveren oorbellen bolletjes 10mm
1209618;Ringen;Dames;Zilverkleurige byoux ring met ruit
1176340;Oorbellen;Dames;Zilveren oorbellen bol 6mm
1280927;Kettingen;Dames;Zilveren ketting&hanger disc
1349570;Cadeau Sets;Dames;Zilveren set alfabet met zirkonia
1203974;Horloges;Heren;Pulsar heren horloge met extra band PT3951X2
1176535;Kettingen;Heren;Stalen ketting & hanger kruis
1288486;Horloges;Kinderen;Regal glitter horloge met een goudkleurige band
1327049;Trouwringen;Dames;14K witgouden trouwring  diamant Ixia H167
1376571;Oorbellen;Dames;14 Karaat geelgouden oorbellen met zirkonia
1442108;Kettingen;Dames;Zilveren ketting roseplated V
1242449;Armbanden;Dames;Stalen armband leer beige/rose met kristal
1343869;Trouwringen;Heren;9 K bicolour trouwring geel/wit Iris Heren H13
1180678;Oorbellen;Dames;Witgouden oorbellen met zirkonia
1408010;Oorbellen;Dames;Zilveren oorbellen met pink zirkonia
1447991;Oorbellen;Dames;Stalen oorbellen met ringetjes
1383600;Oorbellen;Dames;Goldplated oorbellen regenboog zirkonia 13mm
1157172;Armbanden;Dames;9 Karaat armband spiga
1277314;Oorbellen;Dames;Zilverkleurige byoux oorbellen Mix&Match
1385779;Ringen;Heren;Stalen heren zegelring met tiger eye
1375348;Armbanden;Kinderen;Stalen jongensarmband zwart leer bewerkt
1213505;Oorbellen;Dames;9 Karaat oorbellen bewerkt 10mm
1362657;Vriendschapsringen;Heren;Zilveren vriendschapsring You & Me Herenmodel
